CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability,CSD_years,SMILES
SIVLUF,-2440.789985,-0.216901,1.3363,0.47184,0.10243,-0.16713,-0.0647,617.186983,1965-2020,
AZDCRH,-1108.974379,-0.106477,4.581,-0.12258,0.12913,-0.28216,-0.15303,274.556318,1965-2020,
MTHCCO,-4289.098588,-0.075459,0.0271,-0.17612,0.12348,-0.18388,-0.0604,274.845584,1965-2020,
XUJXUV,-3646.751632,-0.122898,5.9857,-0.35881,0.12559,-0.30735,-0.18176,308.433158,1965-2020,
RECMIW,-3754.686714,-0.340845,1.3483,-0.46485,0.07985,-0.14508,-0.06523,809.708294,1965-2020,
DEXPOL,-2292.98112,-0.115435,3.1839,-0.06735,0.10864,-0.11414,-0.0055,301.313104,1965-2020,
EQEXAB,-2104.068375,-0.180373,2.4251,0.46909,0.10919,-0.17051,-0.06132,542.50439,1965-2020,
RHCABO,-1609.553467,-0.162035,10.4557,-0.32257,0.12598,-0.21466,-0.08868,422.124986,1965-2020,
UJEYEO,-1882.706898,-0.066016,7.4864,0.11412,0.12716,-0.24452,-0.11736,188.20039,1965-2020,
RIWKUE,-7319.557909,-0.133234,8.0743,-0.02171,0.07921,-0.18098,-0.10177,345.155778,1965-2020,
DAFTUZ,-2492.439718,-0.216291,2.5775,-0.47716,0.10613,-0.14954,-0.04341,557.444809,1965-2020,
RANNOJ,-2535.250551,-0.184402,3.8926,-0.53836,0.07022,-0.17791,-0.10769,472.840359,1965-2020,
KOGKAS,-1722.018724,-0.132711,0.5667,-0.6273,0.11357,-0.30106,-0.18749,443.718839,1965-2020,
PEKQOO,-1206.267511,-0.109007,10.227,-0.04572,0.1143,-0.17449,-0.06019,285.932418,1965-2020,
KATFAO,-1986.18653,-0.158755,14.7962,0.02086,0.06921,-0.1786,-0.10939,394.101482,1965-2020,
HABKIE,-2287.935444,-0.158757,9.0538,-0.27496,0.10837,-0.21437,-0.106,423.662921,1965-2020,
IXIWIX,-2965.526284,-0.199498,2.3018,0.48691,0.09577,-0.17256,-0.07679,565.850883,1965-2020,
ANOJUJ,-3854.226458,-0.280079,1.2346,-0.57241,0.08919,-0.28869,-0.1995,660.785967,1965-2020,
VIQFEH,-4289.098529,-0.075468,0.1908,-0.17629,0.12337,-0.18376,-0.06039,274.846488,1965-2020,
HATBEL,-5817.219004,-0.357058,6.2637,0.31628,0.05113,-0.17453,-0.1234,930.96896,1965-2020,
REWGIM,-3663.349818,-0.169849,5.9568,0.21828,0.09433,-0.19776,-0.10343,430.940856,1965-2020,
QELSEG,-1200.144586,-0.114616,8.1864,0.05714,0.15913,-0.19658,-0.03745,282.989126,1965-2020,
SIVMIU,-2852.627084,-0.295442,2.3384,0.46916,0.0933,-0.17556,-0.08226,758.277193,1965-2020,
SOLYIE,-1396.719862,-0.131944,8.7268,0.04939,0.14173,-0.19295,-0.05122,329.549361,1965-2020,
GAMQUG,-2683.088924,-0.216501,2.9371,-0.69423,0.11351,-0.15758,-0.04407,593.946117,1965-2020,
GUPDUQ,-2194.351479,-0.106686,6.6735,-0.17198,0.12701,-0.1227,0.00431,268.814599,1965-2020,
VEZDAH,-2036.460507,-0.186865,8.3476,0.36868,0.11508,-0.20338,-0.0883,468.857898,1965-2020,
WURNII,-2940.722685,-0.271266,42.4252,-0.47417,0.01638,-0.25238,-0.236,664.087553,1965-2020,
KADCOI,-1995.92339,-0.105616,6.2185,-0.1201,0.12679,-0.11877,0.00802,272.387449,1965-2020,
WUJZOQ,-3021.755434,-0.127627,8.3061,-0.19718,0.126,-0.13454,-0.00854,313.664607,1965-2020,
IXEFOH,-2921.092837,-0.229744,4.4956,-0.02774,0.1351,-0.31037,-0.17527,566.462084,1965-2020,
ZEZMIC,-6114.425528,-0.098054,7.5897,-0.18043,0.09882,-0.21788,-0.11906,262.734268,1965-2020,
RULMOA,-2690.855337,-0.112871,5.4254,-0.12484,0.10202,-0.13979,-0.03777,290.386787,1965-2020,
XOJQES,-2181.96708,-0.107398,1.6812,-0.30836,0.07799,-0.09223,-0.01424,277.671531,1965-2020,
QUQSUQ,-2773.448055,-0.093843,4.4021,0.09875,0.09284,-0.21382,-0.12098,248.2677,1965-2020,
CABZIQ,-1995.923369,-0.105604,6.2226,-0.1185,0.12668,-0.1187,0.00798,272.384924,1965-2020,
BORDEU,-3915.522735,-0.33065,4.5523,0.46376,0.07653,-0.16928,-0.09275,960.387698,1965-2020,
AFITUE,-4757.257672,-0.276794,0.1374,-1.04262,0.07485,-0.01313,0.06172,687.6806,1965-2020,
MIZXIF,-2736.810764,-0.193393,5.3617,-0.77928,0.13287,-0.19911,-0.06624,471.826154,1965-2020,
WOMTEY,-2148.998816,-0.119077,1.8863,-0.15072,0.11347,-0.23686,-0.12339,286.069572,1965-2020,
VIBKOJ,-3823.813696,-0.263005,1.5773,0.44846,0.10433,-0.1785,-0.07417,678.169347,1965-2020,
ZEGQOT,-3470.491222,-0.153139,7.5337,-0.02953,0.08832,-0.19467,-0.10635,384.097441,1965-2020,
AKEHEF,-2544.569875,-0.194291,7.0644,0.47012,0.11642,-0.18546,-0.06904,584.774441,1965-2020,
AZAYOQ,-2481.743863,-0.05815,14.2129,0.71877,0.12633,-0.09088,0.03545,184.834764,1965-2020,
IDERUF,-3239.651794,-0.270141,9.0826,-0.5553,0.08984,-0.16817,-0.07833,677.071209,1965-2020,
POYHEQ,-2000.288316,-0.079426,7.7067,0.10948,0.11273,-0.25309,-0.14036,211.799848,1965-2020,
KATFIW,-2406.376228,-0.155965,11.7546,0.04807,0.09183,-0.16944,-0.07761,396.746767,1965-2020,
GAHHII,-3429.767132,-0.140722,8.5248,0.04524,0.06005,-0.2165,-0.15645,381.897285,1965-2020,
DADFAS,-2514.575935,-0.206992,2.026,0.46558,0.10746,-0.16624,-0.05878,628.522541,1965-2020,
TIQHEI,-3470.188933,-0.232729,5.8118,0.43092,0.11927,-0.18883,-0.06956,606.770376,1965-2020,
HIHZIJ,-2406.132288,-0.22887,11.2227,0.01476,0.12922,-0.19891,-0.06969,546.155238,1965-2020,
DIBKAA,-17435.187929,-0.147282,0.0021,-0.02539,0.10796,-0.14851,-0.04055,372.873841,1965-2020,
RARJOJ,-1629.989822,-0.100395,8.7593,-0.73436,0.13029,-0.2067,-0.07641,284.435695,1965-2020,
QEGYAD,-2882.151956,-0.172396,1.3353,-0.14231,0.13103,-0.17621,-0.04518,471.514167,1965-2020,
REVRAN,-3494.037886,-0.276578,3.7339,0.48382,0.08767,-0.17808,-0.09041,752.628814,1965-2020,
ZOMPOI,-3603.018767,-0.15697,10.001,0.46811,0.05484,-0.15496,-0.10012,432.3956,1965-2020,
UROFUD,-3427.479969,-0.215526,6.1687,0.41018,0.0042,-0.22869,-0.22449,640.258575,1965-2020,
WIJBID,-2219.770615,-0.185479,3.8637,-0.47626,0.10826,-0.14343,-0.03517,468.224875,1965-2020,
TECNOH,-3261.629003,-0.186394,0.0,0.72991,0.09526,-0.26924,-0.17398,452.147143,1965-2020,
NEKTUV,-1133.763281,-0.140948,10.218,0.07081,0.13553,-0.18833,-0.0528,348.162132,1965-2020,
DUJXIP,-3485.036018,-0.284774,0.012,-0.91954,0.11971,-0.26833,-0.14862,688.310089,1965-2020,
SAZZUP,-2225.697585,-0.176495,4.0225,0.11717,0.07903,-0.19265,-0.11362,460.132674,1965-2020,
WARGAX,-1120.937611,-0.07785,7.5479,-0.52074,0.12935,-0.21164,-0.08229,228.560378,1965-2020,
TUDHAB,-1761.078959,-0.080849,8.2391,-0.49474,0.06699,-0.18677,-0.11978,263.629485,1965-2020,
JEJMAM,-3643.216087,-0.266441,9.945,-0.57707,0.09291,-0.19572,-0.10281,639.701044,1965-2020,
BOGQIX,-2919.681838,-0.225249,3.3779,0.28213,0.10922,-0.11822,-0.009,519.957066,1965-2020,
PEKLOJ,-2870.754574,-0.133329,0.0002,-0.07276,0.08969,-0.09554,-0.00585,331.061484,1965-2020,
UGELAV,-1166.235538,-0.106623,7.6236,0.05519,0.15124,-0.37332,-0.22208,261.793352,1965-2020,
HIWGOM,-1071.882842,-0.083755,2.5951,-0.07683,0.1208,-0.16641,-0.04561,241.109922,1965-2020,
GAKXIC,-2783.575055,-0.253007,8.762,-0.84197,0.11217,-0.16227,-0.0501,578.54266,1965-2020,
YOBLOT,-4484.768712,-0.248946,11.938,0.45689,0.11688,-0.22874,-0.11186,648.404676,1965-2020,
FEXTOR,-6088.614563,-0.152968,13.8795,-0.43243,0.11864,-0.18464,-0.066,379.795963,1965-2020,
TIJCUN,-2741.096054,-0.223537,3.044,0.46983,0.10198,-0.18087,-0.07889,650.717531,1965-2020,
GAYBUG,-4561.547461,-0.29741,12.3704,0.43207,0.09891,-0.20806,-0.10915,735.750519,1965-2020,
SEPLEG,-2186.868445,-0.190359,0.4838,-0.32049,0.11983,-0.16411,-0.04428,457.443504,1965-2020,
PUYGOG,-2140.268528,-0.102297,8.6804,0.21372,0.09883,-0.2272,-0.12837,263.19621,1965-2020,
KIHCIP,-2636.406801,-0.089098,10.3124,0.50135,0.10214,-0.31567,-0.21353,285.700926,1965-2020,
BAFXAJ,-1607.74101,-0.158406,9.107,0.08306,0.12309,-0.16967,-0.04658,379.201259,1965-2020,
SAVWIV,-2457.847521,-0.238159,10.9289,-0.58856,0.13264,-0.20423,-0.07159,583.860948,1965-2020,
CMCOHB,-1833.904112,-0.046708,4.9872,0.07366,0.1295,-0.20746,-0.07796,155.747101,1965-2020,
KEHXOK,-2691.316629,-0.245025,2.6293,-0.49489,0.10619,-0.14959,-0.0434,617.248579,1965-2020,
TEGXIO,-1986.729783,-0.086444,6.6991,0.0267,0.11516,-0.22408,-0.10892,222.648162,1965-2020,
HINDEP,-1596.529041,-0.101975,21.6118,-0.11281,0.04686,-0.04534,0.00152,300.809243,1965-2020,
NADGIJ,-1526.6307,-0.185317,8.2736,0.12748,0.0845,-0.19719,-0.11269,432.285896,1965-2020,
URALAC,-3137.914803,-0.182308,1.9623,-0.19897,0.11075,-0.16502,-0.05427,531.193688,1965-2020,
BAWCIL,-2040.80953,-0.084219,4.7439,0.22388,0.11648,-0.18153,-0.06505,218.984863,1965-2020,
OPIQOU,-675.334578,-0.078271,7.467,0.08002,0.13782,-0.24863,-0.11081,223.451792,1965-2020,
MUJBIC,-4289.098535,-0.075468,0.0608,-0.17669,0.1235,-0.18386,-0.06036,274.846641,1965-2020,
YUYZUO,-5702.693052,-0.52878,1.6948,-0.41811,0.09897,-0.24489,-0.14592,1172.758481,1965-2020,
CAXFUE,-3315.058449,-0.258585,9.7165,-0.20586,0.09336,-0.18733,-0.09397,745.803761,1965-2020,
VEZDEL,-1639.831265,-0.185091,8.9514,0.36727,0.10693,-0.18696,-0.08003,467.919388,1965-2020,
KAKWAV,-2950.770443,-0.138798,7.8695,-1.04085,0.15522,-0.32671,-0.17149,333.748803,1965-2020,
EKIVEB,-1675.286354,-0.149247,8.9359,-0.12533,0.14444,-0.1739,-0.02946,377.597191,1965-2020,
FIVCAP,-3618.388768,-0.150273,5.4994,0.08221,0.09143,-0.18898,-0.09755,374.766657,1965-2020,
SUQNIB,-1351.415109,-0.151804,14.2771,0.17578,0.05836,-0.08195,-0.02359,371.416437,1965-2020,
AMUGUL,-3516.212153,-0.189495,9.2147,0.02603,0.09129,-0.1875,-0.09621,461.688295,1965-2020,
BOXDEY,-4716.086777,-0.311212,3.5033,0.38815,0.10436,-0.08292,0.02144,775.260096,1965-2020,
JUJZOF,-1882.685135,-0.066413,6.3214,-0.05575,0.13978,-0.23694,-0.09716,188.232736,1965-2020,
WARGEB,-1206.316371,-0.112375,8.5739,0.04717,0.14187,-0.19404,-0.05217,284.289434,1965-2020,
ERELAO,-1195.597217,-0.126452,8.4484,-0.48821,0.18988,-0.22797,-0.03809,317.344107,1965-2020,
NINFAR,-3024.131237,-0.182285,10.2281,0.85305,0.07148,-0.26745,-0.19597,422.678417,1965-2020,
YAMCAR,-986.231833,-0.121096,9.0606,0.06441,0.15046,-0.20284,-0.05238,299.028395,1965-2020,
FOHZAE,-5740.873046,-0.123076,13.5476,-0.30138,0.10283,-0.19907,-0.09624,328.819832,1965-2020,
QEJKOG,-3662.90301,-0.189778,6.6814,0.45768,0.10909,-0.21643,-0.10734,509.06482,1965-2020,
ZUJNAT,-2023.798336,-0.169196,4.3104,-0.39434,0.14342,-0.18341,-0.03999,427.109608,1965-2020,
TEGXOU,-1986.731699,-0.0861,5.8987,0.04404,0.11042,-0.22025,-0.10983,222.653899,1965-2020,
NIVJOR,-2995.967093,-0.197464,8.0805,-0.62737,0.05977,-0.18902,-0.12925,493.295455,1965-2020,
QIKSAH,-2465.648569,-0.19391,14.0143,-0.31233,0.11999,-0.18816,-0.06817,468.849459,1965-2020,
NUYBEQ,-3125.83839,-0.126259,8.8179,0.03692,0.0554,-0.21955,-0.16415,326.462219,1965-2020,
WOGTUH,-2676.909276,-0.221604,4.2258,-0.61112,0.10787,-0.15362,-0.04575,592.957907,1965-2020,
CASTIA,-1267.656884,-0.143367,6.4682,0.06104,0.11575,-0.19664,-0.08089,383.718502,1965-2020,
WOLJAK,-2710.721421,-0.109031,11.2553,0.00672,0.13384,-0.34882,-0.21498,327.953683,1965-2020,
GOCBEI,-2642.461944,-0.22022,4.075,-0.62839,0.11092,-0.14694,-0.03602,588.07395,1965-2020,
EVOTIU,-2611.294266,-0.194021,11.4842,0.48212,0.12124,-0.2075,-0.08626,554.051099,1965-2020,
GISWIR,-2984.946921,-0.096825,5.9541,0.66794,0.0961,-0.17511,-0.07901,298.498688,1965-2020,
YUYKOU,-2503.720573,-0.172855,5.4366,0.24578,0.08652,-0.26143,-0.17491,503.610157,1965-2020,
QEYTEU,-2342.202882,-0.071579,8.1344,0.09339,0.12468,-0.24029,-0.11561,198.961575,1965-2020,
GAHHUV,-3020.994305,-0.118008,4.0963,0.11833,0.12444,-0.17381,-0.04937,371.747603,1965-2020,
RARJID,-1421.309059,-0.105532,9.7001,-0.51191,0.12076,-0.18823,-0.06747,290.697264,1965-2020,
YIDRIM,-2647.599115,-0.206858,3.1867,-0.12545,0.13268,-0.21173,-0.07905,495.906249,1965-2020,
GUPFOM,-1345.049812,-0.160324,10.1262,0.17831,0.13155,-0.21593,-0.08438,401.315426,1965-2020,
RUFLAF,-1801.38053,-0.099018,8.6195,0.34712,0.16482,-0.32762,-0.1628,296.860588,1965-2020,
DOSJUR,-2592.218751,-0.180089,4.3928,-0.17292,0.12094,-0.23631,-0.11537,423.368049,1965-2020,
QIDHIU,-1589.578422,-0.149642,6.7397,0.13749,0.11496,-0.22152,-0.10656,385.259864,1965-2020,
SIRGUW,-2257.279777,-0.148776,11.8278,-0.21802,0.09291,-0.05771,0.0352,394.166054,1965-2020,
RIWKOY,-7014.464188,-0.109823,8.3947,-0.0086,0.07391,-0.18822,-0.11431,293.564125,1965-2020,
SITDOQ,-1406.425184,-0.110961,2.2128,0.47253,0.10892,-0.17209,-0.06317,348.020621,1965-2020,
RINMOQ,-2610.856584,-0.158634,13.7054,0.02231,0.11531,-0.11375,0.00156,384.7571,1965-2020,
URAKUV,-2718.61376,-0.182802,3.8906,-0.20007,0.10675,-0.18533,-0.07858,527.984068,1965-2020,
XILCIF,-2710.721403,-0.109041,11.2797,0.00664,0.13378,-0.34883,-0.21505,327.953672,1965-2020,
LIDGIQ,-1689.86033,-0.122322,6.2857,0.71283,0.12139,-0.1796,-0.05821,361.254321,1965-2020,
QINJII,-6321.886101,-0.438762,15.6965,0.30706,0.04221,-0.14823,-0.10602,967.191242,1965-2020,
SEMWEO,-2946.339292,-0.163191,14.8056,-0.10295,0.09564,-0.20336,-0.10772,394.64332,1965-2020,
HESMOH,-2104.370798,-0.051207,11.7361,0.5587,0.13616,-0.34103,-0.20487,154.87515,1965-2020,
EBUBAH,-9301.435097,-0.334997,16.8888,0.41628,0.0399,-0.151,-0.1111,1099.260988,1965-2020,
XAWSET,-5267.256267,-0.409919,0.0277,0.71897,0.09,-0.17921,-0.08921,1010.592513,1965-2020,
TIFDER,-1149.054484,-0.084928,7.9584,0.17843,0.09628,-0.31807,-0.22179,242.861322,1965-2020,
QAQWOX,-2923.44717,-0.095265,0.0092,0.86906,0.06299,-0.13706,-0.07407,320.25109,1965-2020,
AMOFOZ,-4858.138959,-0.159565,0.0198,0.92355,0.0547,-0.19794,-0.14324,471.413032,1965-2020,
BOHZUW,-2887.774502,-0.119395,0.2127,0.52722,0.04114,-0.16811,-0.12697,365.989176,1965-2020,
RADVUN,-2997.115917,-0.239801,5.0194,0.68136,0.05995,-0.19276,-0.13281,644.44561,1965-2020,
OLIXIR,-6982.597685,-0.470858,3.2901,0.06843,0.10788,-0.1979,-0.09002,1046.354671,1965-2020,
FARWEC,-3383.878828,-0.067062,8.6584,0.61512,0.06009,-0.01858,0.04151,239.942893,1965-2020,
VUMRAY,-2800.459941,-0.253501,4.3842,0.08841,0.13591,-0.19489,-0.05898,603.550633,1965-2020,
AGEVEN,-5418.271715,-0.306174,0.408,0.25906,0.10588,-0.20736,-0.10148,799.630381,1965-2020,
HAZDNI,-2702.986524,-0.12646,2.9445,0.84421,0.05377,-0.24148,-0.18771,311.424531,1965-2020,
LEVGIC,-2811.01211,-0.225718,11.5318,0.01974,0.09282,-0.15287,-0.06005,573.641997,1965-2020,
MORDIG,-4754.340961,-0.193482,13.4813,0.56783,0.10366,-0.21887,-0.11521,502.044122,1965-2020,
BAQHAC,-2641.55497,-0.119522,6.597,0.71075,0.05882,-0.25931,-0.20049,284.609609,1965-2020,
FAVZOS,-4082.370827,-0.121519,8.5535,0.15514,0.0891,-0.16785,-0.07875,387.1254,1965-2020,
ECOJAI,-4455.119292,-0.132693,5.8739,0.89881,0.04005,-0.18953,-0.14948,379.410706,1965-2020,
ICEZUO,-8519.213539,-0.205486,1.0684,-0.1519,0.11776,-0.21082,-0.09306,462.541652,1965-2020,
JOXVIB,-3735.239821,-0.188549,14.3468,-0.22361,0.09984,-0.18225,-0.08241,450.414567,1965-2020,
GOCFEK,-5632.58299,-0.297642,0.0045,0.91523,0.05542,-0.12605,-0.07063,778.110362,1965-2020,
SUNXAB,-2178.901593,-0.165585,3.346,0.67612,0.07747,-0.18768,-0.11021,516.003491,1965-2020,
DONZEN,-9866.614319,-0.517603,3.2395,0.49267,0.03694,-0.18175,-0.14481,1282.871771,1965-2020,
NIZGOU,-2311.244321,-0.047027,0.0015,0.83553,0.05887,-0.10944,-0.05057,188.647228,1965-2020,
NURTUP,-4576.291225,-0.199993,0.0245,-0.13982,0.10831,-0.17677,-0.06846,541.424669,1965-2020,
SUPBOV,-4294.570899,-0.240066,0.0218,0.86523,0.06248,-0.14083,-0.07835,657.853299,1965-2020,
LEMCAK,-4669.866438,-0.241506,0.0657,0.77334,0.03156,-0.12794,-0.09638,709.204656,1965-2020,
JATSUS,-4030.734289,-0.134753,10.3895,-0.16442,0.15705,-0.21026,-0.05321,387.829222,1965-2020,
RESCAT,-4284.80802,-0.245749,0.0425,0.81762,0.02934,-0.15848,-0.12914,686.981066,1965-2020,
SAFDIO,-4166.131997,-0.093404,0.0012,0.16399,0.04311,-0.12446,-0.08135,340.060671,1965-2020,
QIVLIQ,-2592.941983,-0.190016,4.0354,0.08085,0.15251,-0.20633,-0.05382,488.57446,1965-2020,
ECOBIH,-2483.062884,-0.115443,14.1588,0.67108,0.05134,-0.1586,-0.10726,314.701116,1965-2020,
WEKCAQ,-2695.756807,-0.084018,6.6936,0.74035,0.0531,-0.14322,-0.09012,284.676994,1965-2020,
HOXBUS,-4714.677438,-0.331146,0.2399,-0.29931,0.1183,-0.19127,-0.07297,793.965989,1965-2020,
GODCEJ,-3184.409248,-0.070529,4.2152,0.51187,0.04971,-0.12108,-0.07137,273.339913,1965-2020,
WIVDOU,-4904.408441,-0.392973,0.0011,-0.28414,0.09518,-0.16698,-0.0718,1016.486128,1965-2020,
MOBLEV,-864.634315,-0.086998,11.6507,0.06204,0.16917,-0.22127,-0.0521,269.862445,1965-2020,
IQEFOA,-2614.712183,-0.066813,3.1495,0.7217,0.09815,-0.16001,-0.06186,255.146841,1965-2020,
OCUYEQ,-2337.488334,-0.212113,1.9724,0.27559,0.12162,-0.29949,-0.17787,542.91967,1965-2020,
ABEDUH,-3597.658509,-0.11486,10.7683,0.53182,0.04748,-0.13987,-0.09239,332.588221,1965-2020,
ICUYOW,-3609.787238,-0.231352,4.0775,0.39832,0.06162,-0.12576,-0.06414,595.584186,1965-2020,
XOBNUY,-7614.475154,-0.372777,0.0203,0.65302,0.04426,-0.13419,-0.08993,884.543328,1965-2020,
KIWPOV,-1272.933157,-0.095052,0.2625,0.63254,0.09105,-0.17934,-0.08829,311.59471,1965-2020,
TUWJUQ,-1108.518368,-0.081915,3.4592,0.53747,0.14696,-0.18921,-0.04225,271.838104,1965-2020,
QIDWOP,-4887.259634,-0.251226,0.0059,-0.3235,0.11732,-0.19456,-0.07724,645.6085,1965-2020,
FETSUS,-1652.723154,-0.058019,10.1705,-0.32637,0.07645,-0.2145,-0.13805,251.575709,1965-2020,
NOFVIN,-3261.38199,-0.109391,0.0347,0.62865,0.04387,-0.10855,-0.06468,299.979511,1965-2020,
COLGER,-4474.165865,-0.065498,3.469,0.11303,0.04838,0.0072,0.05558,271.170148,1965-2020,
ZOJVAX,-2456.042637,-0.089014,0.0016,-0.01516,0.11929,-0.17836,-0.05907,307.028958,1965-2020,
DEBYUF,-2599.541543,-0.249553,13.8042,-0.10107,0.11803,-0.20881,-0.09078,609.861645,1965-2020,
MAXGAU,-5129.905047,-0.24834,3.2152,-0.38107,0.07612,-0.25733,-0.18121,641.297845,1965-2020,
TOMSOE,-2532.586978,-0.050486,0.0208,0.68399,0.01166,-0.2139,-0.20224,200.096224,1965-2020,
PEPVIR,-4746.609919,-0.467425,0.0137,-0.15952,0.10965,-0.18758,-0.07793,1164.785608,1965-2020,
GOBYAA,-4783.958148,-0.496441,5.3471,0.22255,0.13818,-0.18192,-0.04374,1175.749027,1965-2020,
RADVEX,-2997.103882,-0.234657,6.0527,0.69757,0.05882,-0.18859,-0.12977,644.60591,1965-2020,
WILVUK,-1885.175508,-0.062175,12.8855,0.32947,0.07495,-0.21311,-0.13816,242.559145,1965-2020,
NEXQEN,-2620.767943,-0.103071,5.9102,0.81109,0.04677,-0.24076,-0.19399,282.304785,1965-2020,
OTEYUJ,-2340.569427,-0.11265,1.0968,0.59117,0.09504,-0.17363,-0.07859,396.814563,1965-2020,
RAMVOR,-2236.662228,-0.05486,2.4791,0.83524,0.05485,-0.27678,-0.22193,167.811077,1965-2020,
QEKFET,-10252.553914,-0.312736,0.0034,0.6325,0.05002,-0.12339,-0.07337,818.259853,1965-2020,
MICHEO,-10893.915433,-0.322893,0.0105,0.64685,0.04758,-0.11483,-0.06725,824.194431,1965-2020,
QIZREX,-2725.306494,-0.219837,11.8213,0.07286,0.15055,-0.17313,-0.02258,487.137458,1965-2020,
XAPMEH,-1872.48079,-0.190798,12.7011,-0.05135,0.12173,-0.20842,-0.08669,460.038171,1965-2020,
NOCTII,-7987.46777,-0.439162,0.0256,0.74468,0.07018,-0.1724,-0.10222,1209.902481,1965-2020,
WOGZEX,-3461.066353,-0.155504,0.0004,0.85615,0.06932,-0.14541,-0.07609,491.538537,1965-2020,
NAYZUJ,-3007.670142,-0.152014,3.7473,0.83489,0.05134,-0.23149,-0.18015,390.527437,1965-2020,
POKSAK,-1143.010422,-0.071695,2.8164,0.56775,0.12256,-0.19795,-0.07539,274.299851,1965-2020,
HODMUI,-2529.226333,-0.219538,1.8216,0.02811,0.15545,-0.30445,-0.149,553.618576,1965-2020,
DARRIY,-5970.865083,-0.284735,4.1517,0.51495,0.04793,-0.18072,-0.13279,782.202077,1965-2020,
NALBAG,-3176.116696,-0.241454,7.4074,0.08385,0.11464,-0.33691,-0.22227,517.515209,1965-2020,
NEXJIK,-2150.038951,-0.129068,4.9459,0.58598,0.0945,-0.18267,-0.08817,457.458354,1965-2020,
FEHNEL,-2183.103207,-0.100785,5.358,-0.23519,0.1106,-0.3271,-0.2165,285.96523,1965-2020,
HOXRIV,-14577.443766,-0.293177,5.7136,0.74101,0.03122,-0.16865,-0.13743,765.562079,1965-2020,
EQOLED,-4188.800106,-0.232511,0.001,0.8503,0.06386,-0.11848,-0.05462,635.31217,1965-2020,
TOTFUF,-9128.104755,-0.09347,0.0014,0.16605,0.04617,-0.11538,-0.06921,352.127047,1965-2020,
RECKIU,-4486.349843,-0.286852,17.6444,0.61102,0.0624,-0.21029,-0.14789,698.013429,1965-2020,
IBUVOQ,-2997.850525,-0.139959,2.8722,0.90248,0.05362,-0.12149,-0.06787,378.565575,1965-2020,
EZEZEO,-2506.877903,-0.092855,8.8069,0.185,0.10752,-0.2175,-0.10998,261.945561,1965-2020,
KOFPIF,-13535.604906,-0.21821,0.2593,0.22887,0.04164,-0.14952,-0.10788,534.60492,1965-2020,
DOJTEC,-1923.815503,-0.183982,5.8093,0.51663,0.1341,-0.19778,-0.06368,487.316186,1965-2020,
HOXCAZ,-5481.257347,-0.408332,1.793,-0.28858,0.11932,-0.19294,-0.07362,997.443153,1965-2020,
TURTAD,-2560.371909,-0.17237,2.4652,0.60134,0.10931,-0.18416,-0.07485,594.082597,1965-2020,
FOSTEM,-3594.973913,-0.328516,2.6666,0.64209,0.00549,-0.18936,-0.18387,894.759111,1965-2020,
LIGGEQ,-3206.612451,-0.34189,1.0371,0.59324,0.10639,-0.17889,-0.0725,837.14288,1965-2020,
QEKFAP,-6246.332536,-0.323098,0.0048,0.74052,0.05084,-0.12723,-0.07639,805.298697,1965-2020,
EMEKOW,-4540.756191,-0.146351,16.3662,0.51296,0.11316,-0.21537,-0.10221,428.787562,1965-2020,
HAHHIJ,-809.356106,-0.037465,0.0002,0.75753,0.13729,-0.1921,-0.05481,166.941384,1965-2020,
OBIWOO,-3798.097744,-0.183293,0.0042,0.85429,0.07422,-0.15268,-0.07846,536.868047,1965-2020,
UDUWEW,-5735.453534,-0.224947,55.6909,0.79296,0.00352,-0.15916,-0.15564,682.383581,1965-2020,
BEBQOQ,-4149.541441,-0.23236,0.049,0.75514,0.07933,-0.19305,-0.11372,694.70696,1965-2020,
QAJSAY,-768.86966,-0.042246,7.2636,0.68423,0.14559,-0.33473,-0.18914,175.790036,1965-2020,
TEDRIG,-2056.985744,-0.045116,0.043,-0.09061,0.12616,-0.17277,-0.04661,201.502798,1965-2020,
QARFIB,-2696.117951,-0.087238,3.2038,0.91038,0.04895,-0.11587,-0.06692,264.461116,1965-2020,
HOXCON,-6094.971729,-0.336755,0.0002,-0.26981,0.10762,-0.18905,-0.08143,787.086378,1965-2020,
YIGVOZ,-2739.348239,-0.253799,0.9497,0.04277,0.12879,-0.29952,-0.17073,602.031757,1965-2020,
QEJWOU,-2229.552482,-0.195697,7.1586,0.22128,0.15561,-0.18904,-0.03343,490.971021,1965-2020,
IBUVEG,-3017.302459,-0.152727,2.6421,0.92513,0.04774,-0.11392,-0.06618,394.542358,1965-2020,
BENVOG,-5855.845217,-0.317037,0.0024,0.76288,0.07738,-0.18244,-0.10506,908.206532,1965-2020,
ZUFHUD,-2700.36766,-0.075987,0.0062,0.9254,0.05834,-0.0942,-0.03586,285.483697,1965-2020,
TOKKAG,-2379.823625,-0.182165,6.5046,0.58764,0.10857,-0.17842,-0.06985,522.324351,1965-2020,
WAKDER,-2531.335216,-0.143002,1.8138,0.29116,0.11301,-0.18268,-0.06967,472.036249,1965-2020,
SIYHEO,-4383.319459,-0.257813,6.2083,0.74045,0.07078,-0.17514,-0.10436,729.181224,1965-2020,
